451408,304435
449331,302362
434794,295549
434103,276164
453814,287748
436957,284511
441954,295230
451588,275478
440330,303495
430448,309617
437269,285059
451578,298914
432962,294831
451412,295370
438419,307993
430315,297650
431073,294185
449095,289080
443323,301083
442708,302957
425177,300915
451944,303651
438688,307310
444161,310321
453425,294242
428361,300762
444286,304612
426707,300399
420771,303239
452900,289904
440766,306249
444311,295202
429948,298106
443540,319516
432115,299098
444838,303093
431363,275182
443749,308914
467224,316312
448322,288526
435310,297718
437649,292557
424828,279786
441093,286428
450577,299665
451568,300326
433645,306847
443676,296613
443064,296700
440561,315552
432945,292635
432759,291845
440044,305056
435813,305545
435722,299619
445320,300234
447144,293258
439444,312236
443106,302107
452482,307651
434158,311158
443706,307136
445008,279322
437555,310760
437647,294591
439804,300978
432445,301628
454726,283028
440051,315189
432356,303017
436771,306958
454578,298751
422151,305040
445217,299720
448515,297374
447453,310713
426272,299207
457920,289250
436951,305651
442899,292309
433808,293791
439513,294491
426282,311020
436347,301376
431964,288819
437267,296718
443401,305972
440601,298220
449516,295232
441073,278586
412731,287774
435077,299817
451179,282026
450498,295321
459844,295063
432581,293069
453398,290719
441706,308450
447070,283146
443167,307288
437025,406583
437285,409028
446310,388359
444918,394658
471224,414076
426012,405917
447887,420362
450954,396587
446840,398303
442065,397978
446232,398472
412182,411246
447912,410438
443752,440940
449381,413551
436663,378782
440638,393365
439196,402696
425272,392774
456244,396890
419502,398891
440434,395550
432510,381810
447411,400313
440743,390173
418281,402790
453769,375038
432460,401362
425564,398114
432273,403563
446041,394731
436472,389040
412143,398087
454464,402417
436629,391034
449910,389150
450842,395692
444614,383013
440965,381719
454293,381285
425649,403061
433423,401663
427135,400463
435285,432241
425150,404357
453223,406490
441708,398114
445365,383826
446013,413153
456858,411818
433415,404454
426110,379490
428834,406756
445490,403420
441729,421346
442797,400662
442235,393106
437023,390588
422795,396789
441988,395642
456043,410937
428154,422509
450107,387839
453774,398237
431592,397787
439734,382128
442622,401780
450995,395065
450953,393997
441285,411831
441361,406608
434570,392674
441898,408694
422319,396127
445261,393861
463039,400074
451260,389961
425089,395800
452994,394962
423359,397004
452682,398918
440556,419742
425084,407566
429013,394981
442001,409430
449611,408331
432272,409459
428736,400383
433333,386503
447384,406279
448944,403734
440782,390037
454508,418867
438803,396523
446259,408410
430536,389744
442812,414100
442343,397326
435432,394646
436404,408471
487658,358781
507029,353531
508353,350501
491213,352071
514802,363319
484023,352626
481628,360157
477238,349535
477590,328969
494217,346882
485877,351288
497608,343426
493057,349563
483674,334895
485549,343223
481435,341911
492099,347739
487611,354577
498273,355747
459715,360163
508293,360268
478759,345532
498284,365430
471427,350748
496603,340183
477926,340449
513407,340674
490364,337140
490997,362968
482053,347293
486179,360086
490332,344869
490238,364288
488266,353455
476665,340422
478297,357861
494321,356081
494280,334449
481567,335959
507296,351560
490243,342981
504636,344942
483030,357571
506024,353145
492576,360553
496542,353023
477243,364459
490845,346487
508804,351601
490240,349365
490818,351336
499413,339178
497048,357025
489126,343604
492993,339914
497397,375702
490062,339636
479795,326937
501393,347197
492276,341239
490692,368092
501372,355195
472141,352581
502093,346074
491708,349434
495052,331958
499546,343520
474062,360848
509272,338191
488654,342212
467281,354885
473585,353015
502727,357963
491801,359322
489461,346701
493113,373761
480240,348534
493650,358896
484899,348600
492616,352620
506005,335627
496315,353783
504041,347182
501783,335348
491003,352797
488293,326823
497109,353916
478321,360052
488701,343806
495416,354339
495568,353232
483915,343269
492279,350885
490076,338149
478434,356756
480831,359673
485663,349665
500683,344816
497250,369946
503243,332853
554370,280085
548888,292555
551269,313208
553095,316844
514886,315379
544704,289139
540388,292369
540383,298624
532754,300348
523777,298863
530336,307668
543725,300151
540597,310372
545892,303811
547818,302790
528889,295172
539850,304557
545048,308998
531740,313521
554611,305859
548784,284507
536214,318465
540922,294452
546208,307112
533455,271530
521140,324445
544295,288380
540706,292970
527895,296502
553645,303197
545242,289462
539492,309897
545696,279796
540988,299732
533896,300996
522865,296743
535714,281762
543472,303300
530151,290346
529824,306461
553531,297762
546819,308207
547221,307236
518514,302382
534491,302379
552133,297675
543392,307015
519554,290806
548876,298655
540893,298842
550526,295829
522535,295709
549058,294530
535731,305347
544431,314609
520038,310891
545301,286923
516132,301077
543185,303974
540057,291395
540637,298416
548610,306857
535979,290279
535900,299644
541950,309198
553941,299152
535322,310550
532875,304571
525552,293124
555976,314920
547167,301969
544190,286209
554398,292296
542269,289858
533150,276765
536280,298849
546675,302306
559639,305131
547073,304750
537388,304487
539936,292318
544234,288982
537097,303257
524532,293306
532569,301168
532989,294138
529223,297516
534735,310598
540569,293904
530296,274547
537013,296093
548733,301882
545013,311212
544466,296806
538442,299851
545005,305287
532924,306096
538741,310933
517210,290926
543179,305521
534196,386376
541048,408366
553037,406494
534946,391969
555333,390172
539584,397442
534226,398682
546850,400708
529977,414907
535456,414252
536539,392677
531273,407619
546312,409101
549760,408823
533416,406238
547832,404624
529740,396483
545559,393562
531429,402722
531377,406271
550418,406706
535919,385043
528276,395395
540475,404657
530032,399853
521562,396186
536767,397643
522593,390912
538412,410694
516048,397263
532313,388990
536473,401512
536611,390248
540820,402129
527942,397872
541409,408787
541736,386293
532908,398756
575805,402781
551861,392281
549251,400034
540139,405467
521364,388321
531415,405039
533990,413526
542526,400385
531922,381871
542205,396276
548069,416815
536788,392502
527272,410149
541505,396456
543753,392008
525797,400407
552022,396811
539591,407940
533031,396667
535407,385709
549198,395908
540005,388075
538726,415602
533333,406760
543029,405597
529665,410480
542037,400540
574088,396603
539275,378966
533775,413544
548046,395971
532732,404320
533786,399463
537533,404514
538704,397771
542195,393230
544987,406896
541021,414292
530942,387324
536656,416927
537143,418849
536990,407424
553820,409909
563820,391269
533923,407312
540728,403946
544327,413129
553387,411209
541884,399822
538525,405846
544441,407292
526674,391209
542455,407925
535823,398491
523026,400514
533852,409260
537049,404920
538990,412773
533767,393738
546754,394768
541605,396515
527319,397961
